0	0	5.48279e-007
0	0.010101	7.85836e-007
0	0.020202	1.11808e-006
0	0.030303	1.57914e-006
0	0.040404	2.21401e-006
0	0.0505051	3.0814e-006
0	0.0606061	4.25722e-006
0	0.0707071	5.83867e-006
0	0.0808081	7.94897e-006
0	0.0909091	1.07428e-005
0	0.10101	1.44123e-005
0	0.111111	1.91938e-005
0	0.121212	2.53744e-005
0	0.131313	3.32997e-005
0	0.141414	4.33806e-005
0	0.151515	5.60996e-005
0	0.161616	7.20168e-005
0	0.171717	9.17735e-005
0	0.181818	0.000116094
0	0.191919	0.000145785
0	0.20202	0.000181729
0	0.212121	0.000224878
0	0.222222	0.000276235
0	0.232323	0.000336837
0	0.242424	0.000407728
0	0.252525	0.000489926
0	0.262626	0.000584387
0	0.272727	0.000691958
0	0.282828	0.000813334
0	0.292929	0.000949003
0	0.30303	0.0010992
0	0.313131	0.00126384
0	0.323232	0.00144252
0	0.333333	0.0016344
0	0.343434	0.00183825
0	0.353535	0.00205239
0	0.363636	0.00227471
0	0.373737	0.00250266
0	0.383838	0.00273329
0	0.393939	0.00296334
0	0.40404	0.00318922
0	0.414141	0.00340721
0	0.424242	0.00361345
0	0.434343	0.00380412
0	0.444444	0.00397555
0	0.454545	0.00412429
0	0.464646	0.00424728
0	0.474747	0.00434192
0	0.484848	0.00440619
0	0.494949	0.00443868
0	0.505051	0.00443868
0	0.515152	0.00440619
0	0.525253	0.00434192
0	0.535354	0.00424728
0	0.545455	0.00412429
0	0.555556	0.00397555
0	0.565657	0.00380412
0	0.575758	0.00361345
0	0.585859	0.00340721
0	0.59596	0.00318922
0	0.606061	0.00296334
0	0.616162	0.00273329
0	0.626263	0.00250266
0	0.636364	0.00227471
0	0.646465	0.00205239
0	0.656566	0.00183825
0	0.666667	0.0016344
0	0.676768	0.00144252
0	0.686869	0.00126384
0	0.69697	0.0010992
0	0.707071	0.000949003
0	0.717172	0.000813334
0	0.727273	0.000691958
0	0.737374	0.000584387
0	0.747475	0.000489926
0	0.757576	0.000407728
0	0.767677	0.000336837
0	0.777778	0.000276235
0	0.787879	0.000224878
0	0.79798	0.000181729
0	0.808081	0.000145785
0	0.818182	0.000116094
0	0.828283	9.17735e-005
0	0.838384	7.20168e-005
0	0.848485	5.60996e-005
0	0.858586	4.33806e-005
0	0.868687	3.32997e-005
