0.777778	0.545455	0.641329
0.787879	0.535354	0.577478
0.787879	0.525253	0.590346
0.787879	0.515152	0.599084
0.787879	0.505051	0.603501
0.787879	0.494949	0.603501
0.787879	0.484848	0.599084
0.787879	0.474747	0.590346
0.787879	0.464646	0.577478
0.787879	0.454545	0.560756
0.787879	0.444444	0.540533
0.787879	0.434343	0.517225
0.787879	0.424242	0.4913
0.787879	0.414141	0.463258
0.787879	0.40404	0.43362
0.787879	0.393939	0.402908
0.777778	0.383838	0.425029
0.767677	0.373737	0.440657
0.757576	0.363636	0.448915
0.747475	0.353535	0.449274
0.737374	0.343434	0.441599
0.727273	0.333333	0.426177
0.717172	0.323232	0.403696
0.707071	0.313131	0.375194
0.69697	0.30303	0.341986
0.686869	0.292929	0.305557
0.676768	0.282828	0.267457
0.666667	0.272727	0.229189
0.656566	0.272727	0.227476
0.646465	0.272727	0.222261
0.636364	0.262626	0.180336
0.626263	0.252525	0.142607
0.616162	0.242424	0.109708
0.606061	0.232323	0.0819156
0.59596	0.222222	0.0591832
0.585859	0.222222	0.0506178
0.575758	0.222222	0.0417937
0.565657	0.222222	0.0330482
0.555556	0.222222	0.024728
0.545455	0.222222	0.0171728
0.535354	0.222222	0.0106983
0.525253	0.222222	0.00557993
0.515152	0.222222	0.00203851
0.505051	0.222222	0.000228171
0.494949	0.222222	0.000228171
0.484848	0.222222	0.00203851
0.474747	0.222222	0.00557993
0.464646	0.222222	0.0106983
0.454545	0.222222	0.0171728
0.444444	0.222222	0.024728
0.434343	0.222222	0.0330482
0.424242	0.222222	0.0417937
0.414141	0.222222	0.0506178
0.40404	0.222222	0.0591832
0.393939	0.222222	0.0671778
0.383838	0.232323	0.0906336
0.373737	0.242424	0.118681
0.363636	0.252525	0.151186
0.353535	0.252525	0.157367
0.343434	0.252525	0.161059
0.333333	0.252525	0.162272
0.323232	0.262626	0.19217
0.313131	0.272727	0.222794
0.30303	0.282828	0.253047
0.292929	0.292929	0.281728
0.282828	0.30303	0.307616
0.272727	0.313131	0.329554
0.262626	0.323232	0.346533
0.252525	0.333333	0.357773
0.242424	0.343434	0.362779
0.232323	0.353535	0.361376
0.222222	0.363636	0.353719
0.212121	0.373737	0.340272
0.20202	0.383838	0.321768
0.20202	0.393939	0.348849
0.20202	0.40404	0.375441
